Repository,PR #,Title,State,Created At,Merged At,Closed At,Additions,Deletions,Net Lines,URL
dataverse-vintedgo-dbt,3264,feat: add reporting adjustment columns to mart_d2c_invoice_cost_and_revenue,MERGED,2024-12-30,2024-12-30,2024-12-30,30,1,29,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3264
dataverse-vintedgo-finance,43,chore: adjust waiting time between tasks,MERGED,2024-12-30,2024-12-30,2024-12-30,23,9,14,https://github.com/vinted/dataverse-vintedgo-finance/pull/43
dataverse-vintedgo-dbt,3259,fix: add measure for sum_count_fallback_price,MERGED,2024-12-27,2024-12-30,2024-12-30,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3259
dataverse-vintedgo-dbt,3256,chore: change names to remove dash in reporting route mapping,MERGED,2024-12-27,2024-12-27,2024-12-27,81,0,81,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3256
dataverse-vintedgo-finance,42,fix: easypost ingestor files,MERGED,2024-12-27,2024-12-27,2024-12-27,14,6,8,https://github.com/vinted/dataverse-vintedgo-finance/pull/42
dataverse-vintedgo-dbt,3252,chore: change time of vgo_finance_test_highfreq_lowimpact DAG run,MERGED,2024-12-27,2024-12-27,2024-12-27,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3252
dataverse-vintedgo-dbt,3249,feat: add measures to dbt yaml for: mart_vgo_finance_unmatched_price_list_test_failures,MERGED,2024-12-24,2024-12-27,2024-12-27,63,9,54,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3249
dataverse-vintedgo-looker,1381,feat: remove custom content tag from measures in mart_vgo_finance_unmatched_price_list_test_failures,MERGED,2024-12-24,2024-12-27,2024-12-27,1,31,-30,https://github.com/vinted/dataverse-vintedgo-looker/pull/1381
dataverse-vintedgo-looker,1379,feat: remove custom content tag from measures in mart_unmatched_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,1,28,-27,https://github.com/vinted/dataverse-vintedgo-looker/pull/1379
dataverse-vintedgo-dbt,3248,feat: add measures to dbt yaml for: mart_unmatched_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,52,18,34,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3248
dataverse-vintedgo-looker,1378,feat: remove custom content tag from measures in mart_uncategorised_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,1,25,-24,https://github.com/vinted/dataverse-vintedgo-looker/pull/1378
dataverse-vintedgo-dbt,3247,feat: add measures to dbt yaml for: mart_uncategorised_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,47,13,34,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3247
dataverse-vintedgo-looker,1377,feat: remove custom content tag from measures in mart_shipment_legs_revenue_recognition,MERGED,2024-12-24,2024-12-27,2024-12-27,1,178,-177,https://github.com/vinted/dataverse-vintedgo-looker/pull/1377
dataverse-vintedgo-dbt,3246,feat: add measures to dbt yaml for: mart_shipment_legs_revenue_recognition,MERGED,2024-12-24,2024-12-27,2024-12-27,1491,324,1167,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3246
dataverse-vintedgo-looker,1376,feat: remove custom content tag from measures in mart_shipment_legs_invoice_cost_and_revenue,MERGED,2024-12-24,2024-12-27,2024-12-27,1,183,-182,https://github.com/vinted/dataverse-vintedgo-looker/pull/1376
dataverse-vintedgo-dbt,3245,feat: add measures to dbt yaml for: mart_shipment_legs_invoice_cost_and_revenue,MERGED,2024-12-24,2024-12-27,2024-12-27,1609,276,1333,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3245
dataverse-vintedgo-dbt,3244,feat: add measures to dbt yaml for: mart_shipment_legs_customer_invoices,MERGED,2024-12-24,2024-12-27,2024-12-27,263,76,187,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3244
dataverse-vintedgo-looker,1375,feat: remove custom content tag from measures in mart_shipment_legs_customer_invoices,MERGED,2024-12-24,2024-12-27,2024-12-27,1,35,-34,https://github.com/vinted/dataverse-vintedgo-looker/pull/1375
dataverse-vintedgo-looker,1374,feat: remove custom content tag from measures in mart_shipment_legs_cancelled_and_invoiced,MERGED,2024-12-24,2024-12-27,2024-12-27,1,33,-32,https://github.com/vinted/dataverse-vintedgo-looker/pull/1374
dataverse-vintedgo-dbt,3243,feat: add measures to dbt yaml for: mart_shipment_legs_cancelled_and_invoiced,MERGED,2024-12-24,2024-12-27,2024-12-27,113,50,63,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3243
dataverse-vintedgo-dbt,3242,feat: add measures to dbt yaml for: mart_service_now_claim_eligible_and_carrier_invoices,MERGED,2024-12-24,2024-12-27,2024-12-27,223,28,195,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3242
dataverse-vintedgo-looker,1373,feat: remove custom content tag from measures in mart_service_now_claim_eligible_and_carrier_invoices,MERGED,2024-12-24,2024-12-27,2024-12-27,1,29,-28,https://github.com/vinted/dataverse-vintedgo-looker/pull/1373
dataverse-vintedgo-looker,1372,feat: remove custom content tag from measures in mart_relabelling_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,1,40,-39,https://github.com/vinted/dataverse-vintedgo-looker/pull/1372
dataverse-vintedgo-dbt,3237,feat: add measures to dbt yaml for: mart_relabelling_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,117,44,73,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3237
dataverse-vintedgo-dbt,3236,feat: add measures to dbt yaml for: mart_invoice_totals_verification,MERGED,2024-12-24,2024-12-27,2024-12-27,229,48,181,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3236
dataverse-vintedgo-looker,1371,feat: remove custom content tag from measures in mart_invoice_totals_verification,MERGED,2024-12-24,2024-12-27,2024-12-27,1,41,-40,https://github.com/vinted/dataverse-vintedgo-looker/pull/1371
dataverse-vintedgo-looker,1370,feat: remove custom content tag from measures in mart_invoice_rows_purchase_price_validation,MERGED,2024-12-24,2024-12-27,2024-12-27,1,77,-76,https://github.com/vinted/dataverse-vintedgo-looker/pull/1370
dataverse-vintedgo-dbt,3235,feat: add measures to dbt yaml for: mart_invoice_rows_purchase_price_validation,MERGED,2024-12-24,2024-12-27,2024-12-27,579,163,416,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3235
dataverse-vintedgo-looker,1369,feat: remove custom content tag from measures in mart_historic_shipment_legs_revenue_recognition,MERGED,2024-12-24,2024-12-27,2024-12-27,1,153,-152,https://github.com/vinted/dataverse-vintedgo-looker/pull/1369
dataverse-vintedgo-dbt,3233,feat: add measures to dbt yaml for: mart_historic_shipment_legs_revenue_recognition,MERGED,2024-12-24,2024-12-27,2024-12-27,1045,157,888,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3233
dataverse-vintedgo-looker,1368,feat: remove custom content tag from measures in mart_historic_shipment_legs_customer_invoices,MERGED,2024-12-24,2024-12-27,2024-12-27,1,58,-57,https://github.com/vinted/dataverse-vintedgo-looker/pull/1368
dataverse-vintedgo-dbt,3232,feat: add measures to dbt yaml for: mart_historic_shipment_legs_customer_invoices,MERGED,2024-12-24,2024-12-27,2024-12-27,260,68,192,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3232
dataverse-vintedgo-looker,1367,feat: remove custom content tag from measures in mart_duplicate_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,1,32,-31,https://github.com/vinted/dataverse-vintedgo-looker/pull/1367
dataverse-vintedgo-dbt,3231,feat: add measures to dbt yaml for: mart_duplicate_invoice_rows,MERGED,2024-12-24,2024-12-27,2024-12-27,66,13,53,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3231
dataverse-vintedgo-dbt,3230,feat: add measures to dbt yaml for: mart_d2c_invoice_cost_and_revenue,MERGED,2024-12-24,2024-12-27,2024-12-27,376,60,316,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3230
dataverse-vintedgo-looker,1366,feat: remove custom content tag from measures in mart_d2c_invoice_cost_and_revenue,MERGED,2024-12-24,2024-12-27,2024-12-27,1,78,-77,https://github.com/vinted/dataverse-vintedgo-looker/pull/1366
dataverse-vintedgo-dbt,3229,feat: add measures to dbt yaml for: mart_d2c_compensations,MERGED,2024-12-24,2024-12-27,2024-12-27,110,145,-35,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3229
dataverse-vintedgo-looker,1365,feat: remove custom content tag from measures in mart_d2c_compensations,MERGED,2024-12-24,2024-12-27,2024-12-27,0,37,-37,https://github.com/vinted/dataverse-vintedgo-looker/pull/1365
dataverse-vintedgo-looker,1364,feat: remove custom content tag from measures in mart_checkout_financial_actions_reports,MERGED,2024-12-24,2024-12-27,2024-12-27,1,11,-10,https://github.com/vinted/dataverse-vintedgo-looker/pull/1364
dataverse-vintedgo-dbt,3228,feat: add measures to dbt yaml for: mart_checkout_financial_actions_reports,MERGED,2024-12-24,2024-12-27,2024-12-27,48,59,-11,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3228
dataverse-vintedgo-dbt,3227,feat: add measures to dbt yaml for: mart_checkout_balance_statement_reports,MERGED,2024-12-24,2024-12-27,2024-12-27,292,53,239,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3227
dataverse-vintedgo-looker,1363,feat: remove custom content tag from measures in mart_checkout_balance_statement_reports,MERGED,2024-12-24,2024-12-27,2024-12-27,1,49,-48,https://github.com/vinted/dataverse-vintedgo-looker/pull/1363
dataverse-vintedgo-looker,1362,feat: remove custom content tag from measures in mart_carrier_invoices_totals,MERGED,2024-12-24,2024-12-27,2024-12-27,1,97,-96,https://github.com/vinted/dataverse-vintedgo-looker/pull/1362
dataverse-vintedgo-dbt,3226,feat: add measures to dbt yaml for: mart_carrier_invoices_totals,MERGED,2024-12-24,2024-12-27,2024-12-27,794,130,664,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3226
dataverse-vintedgo-looker,1361,feat: remove custom content tag from measures in fct_late_and_service_now_retrieved_compensation_rows,MERGED,2024-12-23,2024-12-27,2024-12-27,1,11,-10,https://github.com/vinted/dataverse-vintedgo-looker/pull/1361
dataverse-vintedgo-dbt,3225,feat: add measures to dbt yaml for: fct_late_and_service_now_retrieved_compensation_rows,MERGED,2024-12-23,2024-12-27,2024-12-27,35,2,33,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3225
dataverse-vintedgo-dbt,3224,feat: add measures to dbt yaml for: fct_invoice_rows,MERGED,2024-12-23,2024-12-27,2024-12-27,105,64,41,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3224
dataverse-vintedgo-looker,1360,feat: remove custom content tag from measures in fct_invoice_rows,MERGED,2024-12-23,2024-12-27,2024-12-27,1,32,-31,https://github.com/vinted/dataverse-vintedgo-looker/pull/1360
dataverse-vintedgo-looker,1359,feat: remove custom content tag from measures in dim_carrier_contract_prices,MERGED,2024-12-23,2024-12-27,2024-12-27,1,24,-23,https://github.com/vinted/dataverse-vintedgo-looker/pull/1359
dataverse-vintedgo-dbt,3223,feat: add measures to dbt yaml for: dim_carrier_contract_prices,MERGED,2024-12-23,2024-12-27,2024-12-27,24,0,24,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3223
dataverse-vintedgo-dbt,3222,feat: add measures to dbt yaml for: agg_invoice_rows_exceptions_by_date,MERGED,2024-12-23,2024-12-27,2024-12-27,84,10,74,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3222
dataverse-vintedgo-looker,1358,feat: remove custom content tag from measures in agg_invoice_rows_exceptions_by_date,MERGED,2024-12-23,2024-12-27,2024-12-27,1,29,-28,https://github.com/vinted/dataverse-vintedgo-looker/pull/1358
dataverse-vintedgo-looker,1357,feat: remove custom_content tag from agg_invoice_file_upload_summary,MERGED,2024-12-23,2024-12-27,2024-12-27,1,13,-12,https://github.com/vinted/dataverse-vintedgo-looker/pull/1357
dataverse-vintedgo-dbt,3221,feat: add measures to dbt yaml for: agg_invoice_file_upload_summary,MERGED,2024-12-23,2024-12-27,2024-12-27,80,21,59,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3221
dataverse-vintedgo-finance,41,fix: file path for yaml file,MERGED,2024-12-23,2024-12-23,2024-12-23,9,8,1,https://github.com/vinted/dataverse-vintedgo-finance/pull/41
dataverse-vintedgo-dbt,3218,fix: schema prefix in looker config,MERGED,2024-12-23,2024-12-23,2024-12-23,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3218
dataverse-marketplace-dbt,5446,feat: send alerts to hex channel,MERGED,2024-12-20,2024-12-20,2024-12-20,1,0,1,https://github.com/vinted/dataverse-marketplace-dbt/pull/5446
dataverse-vintedgo-dbt,3215,fix: adapting to new format of USPS invoices,MERGED,2024-12-20,2024-12-23,2024-12-23,9,5,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3215
dataverse-vintedgo-finance,40,feat: move usps ingestor to dataverse vintedgo finance,MERGED,2024-12-20,2024-12-23,2024-12-23,1987,0,1987,https://github.com/vinted/dataverse-vintedgo-finance/pull/40
dataverse-vintedgo-dbt,3207,fix: remove duplicates from union between mkp & vgo routes in dim_reporting_route_mapping_by_month,MERGED,2024-12-20,2024-12-20,2024-12-20,17,1,16,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3207
dataverse-vintedgo-dbt,3204,feat: exclude 178 from expected costs (exclude VINTEDGO-BNL),CLOSED,2024-12-19,,2025-04-22,25,5,20,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3204
dataverse-vintedgo-finance,39,feat: add one more download window (7 days ago),MERGED,2024-12-19,2024-12-19,2024-12-19,12,0,12,https://github.com/vinted/dataverse-vintedgo-finance/pull/39
dataverse-vintedgo-dbt,3198,fix: duplicate measure in mart_d2c_compensations,MERGED,2024-12-19,2024-12-19,2024-12-19,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3198
dataverse-vintedgo-dbt,3195,feat: additional mapping required marketplace carriers,MERGED,2024-12-19,2024-12-19,2024-12-19,176,16,160,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3195
dataverse-vintedgo-dbt,3190,fix: missing values from mapping joins,MERGED,2024-12-18,2024-12-18,2024-12-18,13,6,7,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3190
dataverse-vintedgo-dbt,3186,feat: add test for accepted values for service type for price list,MERGED,2024-12-18,2024-12-30,2024-12-30,15,1,14,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3186
dataverse-marketplace-dbt,5373,fix: kafka_write_time instead of kafka_write_date,MERGED,2024-12-18,2024-12-18,2024-12-18,1,1,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/5373
dataverse-marketplace-dbt,5359,fix: only look at data interval start for uniqueness,MERGED,2024-12-18,2024-12-18,2024-12-18,3,0,3,https://github.com/vinted/dataverse-marketplace-dbt/pull/5359
dataverse-vintedgo-dbt,3175,feat: grant mkp access to verification information,MERGED,2024-12-17,2024-12-17,2024-12-17,67,0,67,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3175
dataverse-vintedgo-looker,1315,feat: dashboard check_price_list_joins_this_month,MERGED,2024-12-17,2024-12-17,2024-12-17,595,0,595,https://github.com/vinted/dataverse-vintedgo-looker/pull/1315
dataverse-vintedgo-looker,1314,chore: change dashboard for last 3 months,MERGED,2024-12-17,2024-12-17,2024-12-17,239,39,200,https://github.com/vinted/dataverse-vintedgo-looker/pull/1314
dataverse-vintedgo-dbt,3169,chore: change basis for price list join testing,MERGED,2024-12-17,2024-12-17,2024-12-17,5,1,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3169
dataverse-vintedgo-dbt,3168,chore: add trigger rule for dbt test compensation data modelling,MERGED,2024-12-17,2024-12-17,2024-12-17,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3168
dataverse-vintedgo-dbt,3166,feat: new condition for expected costs for self-billing where revenue recognition is `null`,MERGED,2024-12-16,2024-12-17,2024-12-17,9,0,9,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3166
dataverse-vintedgo-dbt,3151,fix: change freshness window for d2c: fact_retail_payouts dependencies,MERGED,2024-12-14,2024-12-14,2024-12-14,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3151
dataverse-vintedgo-dbt,3144,fix: schema mismatch `mart_overflow_detector_performance`,MERGED,2024-12-13,2024-12-13,2024-12-13,3,0,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3144
dataverse-vintedgo-dbt,3140,chore: adjust timeframe of warning (d2c/fact_retail_payouts),MERGED,2024-12-12,2024-12-12,2024-12-12,6,1,5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3140
dataverse-vintedgo-dbt,3139,feat: observability add columns to make clear which price list is being used for values in mart invoice rows purchase price validation,MERGED,2024-12-12,2024-12-13,2024-12-13,86,0,86,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3139
dataverse-vintedgo-dbt,3138,feat: custom test continuous weight ranges for price lists,MERGED,2024-12-12,2024-12-13,2024-12-13,93,0,93,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3138
warehouse-jobs,15902,fix: carrier codes logic in DoubleEntryShippingRevenue,CLOSED,2024-12-12,,2024-12-18,16,4,12,https://github.com/vinted/warehouse-jobs/pull/15902
dataverse-vintedgo-dbt,3136,feat: improve observability over reporting route matching methods,MERGED,2024-12-12,2024-12-12,2024-12-12,22,4,18,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3136
dataverse-vintedgo-dbt,3131,fix: change date range for frequency calculations,MERGED,2024-12-11,2024-12-11,2024-12-11,3,2,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3131
dataverse-vintedgo-dbt,3128,fix: missing column names in mart_shipment_legs_revenue_recognition,MERGED,2024-12-11,2024-12-11,2024-12-11,2,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3128
dataverse-vintedgo-dbt,3126,refactor: split specifications and compensations test alert into two separate DAGs,MERGED,2024-12-11,2024-12-11,2024-12-11,32,6,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3126
dataverse-vintedgo-dbt,3114,feat: test that values exist in `carrier_name_mapping` and `existing_shipping_routes`,MERGED,2024-12-09,2024-12-10,2024-12-10,21,9,12,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3114
dataverse-vintedgo-dbt,3112,chore: adjustments to dim_reporting_route_mapping_by_month (`adjusted_` to `reporting_`),MERGED,2024-12-09,2024-12-10,2024-12-10,141,101,40,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3112
dataverse-vintedgo-dbt,3090,feat: add hvf leg information to mart shipment legs invoice cost and revenue,MERGED,2024-12-05,2024-12-05,2024-12-05,36,0,36,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3090
dataverse-vintedgo-dbt,3087,fix: add partitioning,MERGED,2024-12-05,2024-12-05,2024-12-05,2,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3087
dataverse-vintedgo-looker,1244,feat: price list changes dashboard,MERGED,2024-12-05,2024-12-05,2024-12-05,429,1,428,https://github.com/vinted/dataverse-vintedgo-looker/pull/1244
dataverse-vintedgo-dbt,3085,fix: IDs in the price list,MERGED,2024-12-05,2024-12-05,2024-12-05,59,2,57,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3085
dataverse-vintedgo-dbt,3083,feat: expose mart_carrier_contract_prices_changes to looker,MERGED,2024-12-05,2024-12-05,2024-12-05,22,0,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3083
dataverse-vintedgo-dbt,3080,chore: CHECK_UNIT_TEST_REQUIRED flag,MERGED,2024-12-05,2024-12-05,2024-12-05,2,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3080
dataverse-vintedgo-dbt,3079,chore: remove mart_prep for price list joins (not being used),MERGED,2024-12-05,2024-12-05,2024-12-05,0,432,-432,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3079
dataverse-vintedgo-dbt,3078,chore: adjust freshness,MERGED,2024-12-05,2024-12-05,2024-12-05,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3078
dataverse-vintedgo-dbt,3077,chore: change filter for warn-type tests,MERGED,2024-12-04,2024-12-04,2024-12-04,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3077
dataverse-vintedgo-dbt,3076,feat: model for price list changes,MERGED,2024-12-04,2024-12-05,2024-12-05,694,0,694,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3076
dataverse-vintedgo-dbt,3067,chore: add accepted values (invoice_cost_description) to stg_carrier_invoices__dpd_de,MERGED,2024-12-04,2024-12-04,2024-12-04,2,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3067
dataverse-vintedgo-finance,37,chore: download checkout reports earlier,MERGED,2024-12-04,2024-12-04,2024-12-04,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/37
dataverse-vintedgo-dbt,3066,feat: include evs legs information,MERGED,2024-12-03,2024-12-05,2024-12-05,49,3,46,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3066
dataverse-vintedgo-dbt,3056,feat: adding `expected_carrier_cost_eur_backend_weight` to `mart_d2c_invoice_cost_and_revenue`,MERGED,2024-12-03,2024-12-03,2024-12-03,19,0,19,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3056
dataverse-vintedgo-dbt,3052,fix: type cast for source freshness,MERGED,2024-12-03,2024-12-03,2024-12-03,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3052
dataverse-vintedgo-dbt,3047,fix: HOTFIX raise threshold for error in uniqueness for `mart_shipment_legs_invoice_cost_and_revenue`,MERGED,2024-12-03,2024-12-03,2024-12-03,24,0,24,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3047
warehouse-jobs,15811,DO NOT MERGE chore: rerun FinRevenueCostsImportBigQuery and downstream dependencies,CLOSED,2024-12-02,,2024-12-02,1,1,0,https://github.com/vinted/warehouse-jobs/pull/15811
dataverse-vintedgo-dbt,3040,feat: add freshness tests for checkout reports,MERGED,2024-12-02,2024-12-02,2024-12-02,8,0,8,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3040
dataverse-vintedgo-looker,1205,feat: observability over last refresh times looker dashboard,MERGED,2024-12-02,2024-12-02,2024-12-02,544,0,544,https://github.com/vinted/dataverse-vintedgo-looker/pull/1205
dataverse-vintedgo-dbt,3037,fix: mart_model_last_modified_overview,MERGED,2024-12-02,2024-12-02,2024-12-02,3,3,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3037
dataverse-vintedgo-dbt,3035,fix: schema mismatch (mart_shipment_legs_revenue_recognition),MERGED,2024-11-29,2024-11-29,2024-11-29,20,0,20,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3035
dataverse-vintedgo-dbt,3033,fix: schema mismatch (mart_retail_orders),MERGED,2024-11-29,2024-11-29,2024-11-29,3,0,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3033
dataverse-vintedgo-dbt,3032,"feat: adjustments to mart_d2c_compensations (new columns,  adjust sign convention)",MERGED,2024-11-29,2024-11-29,2024-11-29,34,8,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3032
dataverse-vintedgo-finance,36,fix: airvint config id,MERGED,2024-11-28,2024-11-29,2024-11-29,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/36
dataverse-vintedgo-finance,35,fix: add secrets json,MERGED,2024-11-28,2024-11-28,2024-11-28,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/35
dataverse-vintedgo-finance,34,fix: spelling error in type hint,MERGED,2024-11-28,2024-11-28,2024-11-28,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/34
dataverse-vintedgo-dbt,3018,feat: expose mart_model_last_modified_overview,MERGED,2024-11-28,2024-11-28,2024-11-28,22,0,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3018
dataverse-vintedgo-finance,33,feat: price_list_google_sheet_to_parquet_dockerfile,MERGED,2024-11-28,2024-11-28,2024-11-28,1671,1,1670,https://github.com/vinted/dataverse-vintedgo-finance/pull/33
dataverse-vintedgo-dbt,3009,feat: observability over last refresh times (vgo-fin),MERGED,2024-11-28,2024-11-28,2024-11-28,182,0,182,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3009
dataverse-vintedgo-dbt,2996,feat: no details mapping,MERGED,2024-11-27,2024-11-27,2024-11-27,143,6,137,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2996
dataverse-vintedgo-looker,1153,feat: sort price list unjoins by materiality,MERGED,2024-11-26,2024-11-26,2024-11-26,62,97,-35,https://github.com/vinted/dataverse-vintedgo-looker/pull/1153
dataverse-vintedgo-dbt,2983,chore: drop unused tables (vgo_fin),MERGED,2024-11-26,2024-11-26,2024-11-26,16,0,16,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2983
dataverse-vintedgo-dbt,2981,fix: retries config for vgo_fin & vgo_gen,MERGED,2024-11-26,2024-11-26,2024-11-26,2,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2981
dataverse-vintedgo-dbt,2971,"fix: DAO-DK if there are no fuel surcharges, do not calculate nor append rows for fuel surcharge",MERGED,2024-11-22,2024-11-26,2024-11-26,17,7,10,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2971
dataverse-vintedgo-dbt,2966,fix: adjust tracking code issues for dpd-sk,MERGED,2024-11-22,2024-11-22,2024-11-22,3,1,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2966
dataverse-vintedgo-finance,31,feat: download reports from 15+30 days ago (royal mail),MERGED,2024-11-21,2024-11-25,2024-11-25,24,0,24,https://github.com/vinted/dataverse-vintedgo-finance/pull/31
dataverse-vintedgo-dbt,2957,feat: set tests to check on the validity of values from review no detail file,MERGED,2024-11-21,2024-11-26,2024-11-26,16,0,16,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2957
dataverse-vintedgo-finance,30,chore: only tag @laura.snieckute in alerts for vgo_finance_royalmail_api_reconciliation_report,MERGED,2024-11-21,2024-11-21,2024-11-21,1,2,-1,https://github.com/vinted/dataverse-vintedgo-finance/pull/30
dataverse-vintedgo-finance,29,chore: add back alerts,MERGED,2024-11-21,2024-11-21,2024-11-21,5,3,2,https://github.com/vinted/dataverse-vintedgo-finance/pull/29
warehouse-jobs,15736,chore: deprecate unused on prem models,MERGED,2024-11-21,2024-11-21,2024-11-21,0,1496,-1496,https://github.com/vinted/warehouse-jobs/pull/15736
dataverse-vintedgo-finance,28,fix: env variable was GOOGLE_CLOUD_PROJECT not GCP_PROJECT_ID,MERGED,2024-11-21,2024-11-21,2024-11-21,2,2,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/28
dataverse-vintedgo-finance,27,fix: check in main file,MERGED,2024-11-21,2024-11-21,2024-11-21,9,9,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/27
dataverse-vintedgo-finance,26,chore: remove default arg,MERGED,2024-11-21,2024-11-21,2024-11-21,1,2,-1,https://github.com/vinted/dataverse-vintedgo-finance/pull/26
dataverse-vintedgo-finance,25,chore: remove target declaration,MERGED,2024-11-21,2024-11-21,2024-11-21,0,1,-1,https://github.com/vinted/dataverse-vintedgo-finance/pull/25
dataverse-vintedgo-finance,24,chore: downgrade pandas + python for compatability,MERGED,2024-11-20,2024-11-21,2024-11-21,112,199,-87,https://github.com/vinted/dataverse-vintedgo-finance/pull/24
dataverse-vintedgo-dbt,2943,fix: adjust condition to include in shipments in comparison if it appeared in the historical (VGOFIN-702),MERGED,2024-11-20,2024-11-21,2024-11-21,26,22,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2943
dataverse-vintedgo-dbt,2931,refactor: change source of no detail invoices,MERGED,2024-11-19,2024-11-22,2024-11-22,459,122,337,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2931
